path,img_src,current_alt,proposed_alt,decorative,has_dimensions,loading,flags
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,/images/diagrams/subsidy-gov-expenditure.png,Demand and supply diagram showing the total cost of a subsidy to the government,"Demand and supply diagram showing a subsidy shifting supply right, with the shaded rectangle as the cost to government",no,yes,lazy,
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,/images/diagrams/max-price.png,Diagrams showing the impact of a maximum price.,Maximum price diagram showing a ceiling below equilibrium creating excess demand and a shortage,no,yes,lazy,
revision-notes/aqa-a2-micro/1-8-9-government-intervention-in-markets.html,/images/diagrams/min-price.png,Diagrams showing the impact of a minimum price.,Minimum price diagram showing a floor above equilibrium creating excess supply and a surplus,no,yes,lazy,
revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,/images/diagrams/ppf-basic.png,Production possibility frontier showing the trade-off between capital goods and consumer goods,Production possibility frontier showing the opportunity cost trade-off between capital goods and consumer goods,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-1-4-production-possibility-frontiers.html,/images/diagrams/ppf-growth-decline.png,Production possibility frontier shifting outwards to show economic growth and inwards to show economic decline,Production possibility frontier shifting outwards to show economic growth and inwards to show economic decline,no,yes,lazy,unchanged
revision-notes/edexcel-theme-1/1-2-2-demand.html,/images/diagrams/demand-curve-movement.png,Demand curve showing extensions and contractions along the curve,Demand curve showing a price fall causing an extension in quantity demanded and a price rise causing a contraction,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-2-demand.html,/images/diagrams/demand-curve-shift.png,Demand curve shifting left and right due to non-price factors,"Demand curve shifting right to raise equilibrium price and quantity, and left to lower both",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,/images/diagrams/price-elasticity-demand-ranges.png,Diagram showing different PED values from perfectly inelastic to perfectly elastic,Demand curves ranging from perfectly inelastic (vertical) to perfectly elastic (horizontal) as PED rises,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-4-supply.html,/images/diagrams/supply-curve-movement.png,"Upward-sloping supply curve showing movements along the curve between points A, B and C","Upward-sloping supply curve showing movements between points A, B and C as the good's own price changes",no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-4-supply.html,/images/diagrams/supply-curve-shift.png,Diagram showing the supply curve shifting left and right in response to non-price factors,"Supply curve shifting right to lower equilibrium price and raise quantity, and left to do the reverse",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-5-price-elasticity-of-supply.html,/images/diagrams/price-elasticity-supply-ranges.png,Diagram showing different PES values from perfectly inelastic to perfectly elastic,Supply curves ranging from perfectly inelastic (vertical) to perfectly elastic (horizontal) as PES rises,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-6-price-determination.html,/images/diagrams/market-equilibrium.png,Standard supply and demand diagram showing intersecting curves at equilibrium price P1 and quantity Q1,Supply and demand diagram with the curves intersecting to set equilibrium price P1 and quantity Q1,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-6-price-determination.html,/images/diagrams/excess-demand.png,"Supply and demand diagram showing price P2 set below equilibrium P1, highlighting the gap between QD and QS as excess demand","Supply and demand diagram showing a price set below equilibrium, leaving quantity demanded above quantity supplied",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-6-price-determination.html,/images/diagrams/excess-supply.png,"Supply and demand diagram showing price P3 set above equilibrium P1, highlighting the gap between QS and QD as excess supply","Supply and demand diagram showing a price set above equilibrium, leaving quantity supplied above quantity demanded",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-6-price-determination.html,/images/diagrams/shifts-in-equilibrium.png,Demand and supply diagram showing how shifts in the curves move the equilibrium price and quantity,Four demand and supply panels showing how a rise or fall in demand or supply moves equilibrium price and quantity,no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-7-price-mechanism.html,/images/diagrams/demand-increase.png,"Supply and demand diagram showing an increase in demand (D1 to D2), leading to a higher equilibrium price (P1 to P2) and quantity (Q1 to Q2)","Supply and demand diagram showing demand shifting right from D1 to D2, raising equilibrium price and quantity",no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-7-price-mechanism.html,/images/diagrams/supply-increase.png,"Supply and demand diagram showing an increase in supply (S1 to S2), leading to a lower equilibrium price (P1 to P2) and higher quantity (Q1 to Q2)","Supply and demand diagram showing supply shifting right from S1 to S2, lowering price and raising quantity",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,/images/diagrams/consumer-producer-surplus-equilibrium.png,"Supply and demand diagram with equilibrium at P1, Q1. Consumer surplus shaded above P1 and below D curve. Producer surplus shaded below P1 and above S curve.",Supply and demand diagram with consumer surplus shaded above the equilibrium price and producer surplus below it,no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,/images/diagrams/surplus-supply-increase.png,Two diagrams showing an outward shift of supply curve (S1 to S2). First shows larger consumer surplus area. Second shows new producer surplus area.,"Two panels after supply shifts right: the first shades the larger consumer surplus, the second the new producer surplus",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,/images/diagrams/surplus-demand-increase.png,Two diagrams showing an outward shift of demand curve (D1 to D2). First shows new producer surplus area. Second shows larger consumer surplus area.,"Two panels after demand shifts right: the first shades the larger consumer surplus, the second the larger producer surplus",no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,/images/diagrams/indirect-tax-incidence.png,Demand and supply diagram showing how the burden of an indirect tax is shared between consumers and producers,"Demand and supply diagram showing an indirect tax shifting supply left, with the burden split between consumers and producers",no,yes,eager (default),
revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,/images/diagrams/Indirect-tax-incidence-elastic-inelastic.png,Diagrams showing the impact of an indirect tax with different PED values.,Two tax diagrams showing consumers bearing more of the tax when demand is inelastic and producers more when it is elastic,no,yes,lazy,
revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,/images/diagrams/subsidy-incidence.png,Demand and supply diagram showing how the benefit of a subsidy is shared between consumers and producers,"Demand and supply diagram showing a subsidy shifting supply right, with the benefit split between consumers and producers",no,yes,lazy,
revision-notes/edexcel-theme-1/1-3-2-externalities.html,/images/diagrams/overproduction.png,Diagrams showing the impact of negative externalities in production.,"Externality diagram showing marginal social cost above marginal private cost, so the market overproduces and creates welfare loss",no,yes,eager (default),
revision-notes/edexcel-theme-1/1-3-2-externalities.html,/images/diagrams/underconsumption.png,Diagrams showing the impact of positive externalities in consumption.,"Externality diagram showing marginal social benefit above marginal private benefit, so the market underconsumes and creates welfare loss",no,yes,lazy,
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,/images/diagrams/indirect-tax-gov-revenue.png,Demand and supply diagram showing the government revenue raised by an indirect tax,"Demand and supply diagram showing an indirect tax shifting supply left, with the shaded rectangle as government revenue",no,yes,eager (default),
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,/images/diagrams/subsidy-gov-expenditure.png,Demand and supply diagram showing the total cost of a subsidy to the government,"Demand and supply diagram showing a subsidy shifting supply right, with the shaded rectangle as the cost to government",no,yes,lazy,
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,/images/diagrams/max-price.png,Diagrams showing the impact of a maximum price.,Maximum price diagram showing a ceiling below equilibrium creating excess demand and a shortage,no,yes,lazy,
revision-notes/edexcel-theme-1/1-4-1-government-intervention-in-markets.html,/images/diagrams/min-price.png,Diagrams showing the impact of a minimum price.,Minimum price diagram showing a floor above equilibrium creating excess supply and a surplus,no,yes,lazy,
revision-notes/edexcel-theme-2/2-1-2-inflation.html,/images/diagrams/ad-shift-right.png,"Diagram showing a rightward shift of the aggregate demand curve, illustrating demand-pull inflation.","AD/AS diagram showing aggregate demand shifting right and pulling the price level up, causing demand-pull inflation",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-1-2-inflation.html,/images/diagrams/sras-shift-left.png,"Diagram showing a leftward shift of the short-run aggregate supply curve, illustrating cost-push inflation.","AD/AS diagram showing short-run aggregate supply shifting left, raising the price level and cutting output: cost-push inflation",no,yes,lazy,
revision-notes/edexcel-theme-2/2-2-1-aggregate-demand.html,/images/diagrams/ad-movements.png,Diagram showing movements along the aggregate demand curve.,"Aggregate demand curve sloping down, showing a lower price level raising the real output demanded",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-2-1-aggregate-demand.html,/images/diagrams/ad-shift.png,Diagram showing shifts of the aggregate demand curve.,"Aggregate demand shifting right to raise real output and the price level, and left to reduce both",no,yes,lazy,
revision-notes/edexcel-theme-2/2-3-1-aggregate-supply.html,/images/diagrams/sras-movements.png,Diagram showing movements along the short-run aggregate supply curve,"Short-run aggregate supply sloping upward, as a higher price level draws out more output while costs are fixed",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-3-1-aggregate-supply.html,/images/diagrams/sras-shift.png,Diagram showing the short-run aggregate supply curve shifting in response to a change in production costs,"Short-run aggregate supply shifting right as production costs fall, raising real output and lowering the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-3-1-aggregate-supply.html,/images/diagrams/lras-classical.png,Classical long-run aggregate supply curve drawn vertical at the full-employment level of output,"Classical long-run aggregate supply drawn vertical at full employment, so demand changes affect only the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-3-2-short-run-aggregate-supply.html,/images/diagrams/sras-movements.png,Diagram showing movements along the short-run aggregate supply curve,"Short-run aggregate supply sloping upward, as a higher price level draws out more output while costs are fixed",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-3-2-short-run-aggregate-supply.html,/images/diagrams/sras-shift.png,Diagram showing the short-run aggregate supply curve shifting in response to a change in production costs,"Short-run aggregate supply shifting right as production costs fall, raising real output and lowering the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,/images/diagrams/lras-classical.png,Classical long-run aggregate supply curve drawn vertical at the full-employment level of output,"Classical long-run aggregate supply drawn vertical at full employment, so demand changes affect only the price level",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,/images/diagrams/lras-keynesian.png,"Keynesian long-run aggregate supply curve, horizontal at low output and becoming vertical at full capacity","Keynesian long-run aggregate supply, flat with spare capacity and vertical at full capacity where extra demand is purely inflationary",no,yes,lazy,
revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,/images/diagrams/lras-shift.png,Diagram showing the long-run aggregate supply curve shifting right as productive capacity increases,"Long-run aggregate supply shifting right as productive capacity grows, raising potential output and easing the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-1-national-income.html,/images/diagrams/circular-flow-of-income.png,Circular flow of income diagram showing income flowing between households and firms,Circular flow diagram showing income passing between households and firms as spending and factor payments,no,yes,eager (default),
revision-notes/edexcel-theme-2/2-4-2-injections-withdrawals.html,/images/diagrams/circular-flow-of-income-injections-withdrawals.png,"Circular flow of income diagram showing injections from investment, government spending and exports, and withdrawals through saving, taxation and imports","Circular flow diagram adding injections from investment, government spending and exports against withdrawals through saving, tax and imports",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/ad-lras-equilibrium.png,Diagram showing the equilibrium in the AD-LRAS model.,Two panels contrasting Classical equilibrium fixed at full employment with Keynesian equilibrium possible below it,no,yes,eager (default),
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/classical-ad-shift-right.png,Diagram showing the effects of an AD shift in both Classical and Keynesian models.,"Classical diagram showing aggregate demand shifting right and raising only the price level, with output fixed at full employment",no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/sras-ad-shift-right.png,Diagram showing the effects of an AD shift in the SRAS-AD model.,"AD/AS diagram showing aggregate demand shifting right along SRAS, raising both real GDP and the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/keynesian-ad-shift-right.png,Diagram showing the effects of an AD shift in the Keynesian model.,Keynesian diagram showing aggregate demand shifting right and raising output with little price change while capacity is spare,no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/classical-lras-shift-right.png,"Classical AD/AS diagram showing the vertical LRAS curve shifting right, raising real output and lowering the price level","Classical diagram showing the vertical LRAS shifting right, raising real output and lowering the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-3-equilibrium-levels-of-real-national-output.html,/images/diagrams/keynesian-lras-shift-right.png,"Keynesian AD/AS diagram showing the LRAS curve shifting right, raising real output and lowering the price level","Keynesian diagram showing LRAS shifting right, raising real output and lowering the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-4-4-the-multiplier.html,/images/diagrams/multiplier.png,AD/AS diagram showing the multiplier effect,AD/AS diagram showing an initial rise in aggregate demand producing a larger final increase in real output,no,yes,eager (default),
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,/images/diagrams/sras-ad-shift-right.png,AD/AS diagram showing short-run growth from an increase in AD,"AD/AS diagram showing aggregate demand shifting right along SRAS, raising both real GDP and the price level",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,/images/diagrams/ppf-short-run-growth.png,PPF diagram showing short-run growth,Production possibility frontier showing actual growth as the economy moves from inside the curve towards the frontier,no,yes,lazy,
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,/images/diagrams/lras-shift.png,Diagram showing the long-run aggregate supply curve shifting right as productive capacity increases,"Long-run aggregate supply shifting right as productive capacity grows, raising potential output and easing the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-5-1-causes-of-growth.html,/images/diagrams/ppf-long-run-growth.png,Production possibility frontier shifting outwards to show long-run economic growth,Production possibility frontier shifting outwards to show long-run growth in the economy's productive potential,no,yes,lazy,
revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,/images/diagrams/negative-output-gap-classical.png,"Classical AD/AS diagram showing a negative output gap, with equilibrium real output below the full-employment level","Classical AD/AS diagram showing equilibrium output below full employment, leaving a negative output gap",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,/images/diagrams/negative-output-gap-keynesian.png,"Keynesian AD/AS diagram showing a negative output gap, with equilibrium real output below the full-employment level","Keynesian AD/AS diagram showing equilibrium output below full employment, leaving a negative output gap",no,yes,lazy,
revision-notes/edexcel-theme-2/2-5-2-output-gaps.html,/images/diagrams/positive-output-gap-classical.png,"Classical AD/AS diagram showing a positive output gap, with equilibrium real output above the full-employment level","Classical AD/AS diagram showing equilibrium output above the full-employment level, leaving a positive output gap",no,yes,lazy,
revision-notes/edexcel-theme-2/2-5-3-trade-cycle.html,/images/diagrams/trade-cycle.png,"Trade cycle diagram showing real output fluctuating around the long-run trend rate of growth through boom, recession, slump and recovery","Trade cycle diagram showing real output fluctuating around the trend rate through boom, recession, slump and recovery",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,/images/diagrams/ad-shift-right-classical-keynesian.png,"AD/AS diagram showing aggregate demand shifting right, compared on Classical and Keynesian LRAS curves","Two panels comparing a rightward AD shift: large output gain on the Keynesian curve, price rise only on the Classical curve",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,/images/diagrams/ad-shift-right-classical-keynesian.png,"AD/AS diagram showing aggregate demand shifting right, compared on Classical and Keynesian LRAS curves","Two panels comparing a rightward AD shift: large output gain on the Keynesian curve, price rise only on the Classical curve",no,yes,lazy,
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,/images/diagrams/classical-lras-shift-right.png,"Classical AD/AS diagram showing the vertical LRAS curve shifting right, raising real output and lowering the price level","Classical diagram showing the vertical LRAS shifting right, raising real output and lowering the price level",no,yes,eager (default),
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,/images/diagrams/keynesian-lras-shift-right.png,"Keynesian AD/AS diagram showing the LRAS curve shifting right, raising real output and lowering the price level","Keynesian diagram showing LRAS shifting right, raising real output and lowering the price level",no,yes,lazy,
revision-notes/edexcel-theme-2/2-6-4-conflicts-between-objectives-and-policies.html,/images/diagrams/short-run-phillips-curve.png,Short-run Phillips curve showing the trade-off between the inflation rate and the rate of unemployment,Short-run Phillips curve showing the trade-off between lower unemployment and higher inflation,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,/images/diagrams/profit-max.png,Firm diagram showing profit maximisation point,Firm diagram showing the profit-maximising output where marginal cost equals marginal revenue,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,/images/diagrams/revenue-max.png,Firm diagram showing revenue maximisation point,Firm diagram showing the revenue-maximising output where marginal revenue equals zero,no,yes,lazy,
revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,/images/diagrams/sales-max.png,Firm diagram showing sales maximisation point,"Firm diagram showing sales maximisation at the output where average revenue equals average cost, the largest output still earning normal profit",no,yes,lazy,context-dependent alt (default)
revision-notes/edexcel-theme-3/3-3-1-revenue.html,/images/diagrams/revenue-perfect-competition.png,Revenue diagram for perfect competition,Revenue diagram for a price taker with horizontal average revenue equal to marginal revenue at the market price,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-3-1-revenue.html,/images/diagrams/revenue-imperfect-competition.png,Revenue diagram for imperfect competition,Revenue diagram with a downward-sloping average revenue curve and marginal revenue falling twice as steeply below it,no,yes,lazy,
revision-notes/edexcel-theme-3/3-3-2-costs.html,/images/diagrams/short-run-costs.png,Short-run cost curves,Short-run cost curves showing marginal cost cutting average variable cost and average cost at their minimum points,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-3-2-costs.html,/images/diagrams/long-run-costs.png,Long-run cost curves,"Long-run average cost curve falling through economies of scale to minimum efficient scale, then rising with diseconomies",no,yes,lazy,
revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,/images/diagrams/economies-of-scale.png,LRAC curve showing economies and diseconomies of scale,Long-run average cost curve showing costs falling with economies of scale and rising beyond minimum efficient scale,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-3-4-normal-profits-supernormal-profits-losses.html,/images/diagrams/supernormal-profit.png,Supernormal profit diagram,Firm diagram showing supernormal profit as the shaded area where average revenue exceeds average cost,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-3-4-normal-profits-supernormal-profits-losses.html,/images/diagrams/loss.png,"Cost and revenue diagram showing a firm making a loss, with average cost above average revenue at the profit-maximising output",Firm diagram showing a loss as the shaded area where average cost exceeds average revenue at the chosen output,no,yes,lazy,
revision-notes/edexcel-theme-3/3-3-4-normal-profits-supernormal-profits-losses.html,/images/diagrams/short-run-shutdown-condition.png,Short-run shutdown condition diagram,"Firm diagram showing price below average variable cost, the point at which a firm should shut down in the short run",no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-1-efficiency.html,/images/diagrams/efficiency-perfect-competition.png,Efficiency in perfect competition diagram,Perfect competition diagram showing both allocative efficiency at price equal to marginal cost and productive efficiency at minimum average cost,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-4-1-efficiency.html,/images/diagrams/efficiency-imperfect-competition.png,Efficiency in imperfect competition diagram,"Imperfect competition diagram showing price above marginal cost and output above minimum average cost, so both efficiencies fail",no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,/images/diagrams/perfect-competition-market-price.png,Market price in perfect competition diagram,Two panels showing industry supply and demand setting the price the individual perfectly competitive firm must accept,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,/images/diagrams/perfect-competition-short-run-supernormal-profit.png,Short-run supernormal profit in perfect competition diagram,"Perfect competition firm earning short-run supernormal profit, shaded where average revenue is above average cost",no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,/images/diagrams/perfect-competition-short-run-loss.png,Short-run loss in perfect competition diagram,"Perfect competition firm making a short-run loss, shaded where average cost is above average revenue",no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,/images/diagrams/perfect-competition-profit-to-longrun.png,Profit to long-run equilibrium in perfect competition diagram,Perfect competition diagram showing entry competing supernormal profit away until only normal profit remains,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,/images/diagrams/perfect-competition-loss-to-longrun.png,Loss to long-run equilibrium in perfect competition diagram,Perfect competition diagram showing firms leaving until losses are removed and normal profit is restored,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,/images/diagrams/supernormal-profit.png,Supernormal profit in monopolistic competition diagram,Firm diagram showing supernormal profit as the shaded area where average revenue exceeds average cost,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,/images/diagrams/normal-profit-imperfect-competition.png,Normal profit in monopolistic competition diagram,Monopolistic competition diagram showing long-run normal profit where average revenue just equals average cost,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,/images/diagrams/collusion.png,Collusion in oligopoly diagram,Oligopoly diagram showing colluding firms restricting output and raising price towards the monopoly outcome,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,/images/diagrams/kinked-demand-curve.png,Kinked demand curve in oligopoly,Kinked demand curve diagram showing the gap in marginal revenue that keeps the oligopolist's price rigid,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,/images/diagrams/game-theory.png,Payoff matrix illustrating the prisoner's dilemma faced by two colluding firms in an oligopoly,Payoff matrix showing the prisoner's dilemma that makes collusion between two oligopolists unstable,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,/images/diagrams/supernormal-profit.png,Supernormal profit diagram,Firm diagram showing supernormal profit as the shaded area where average revenue exceeds average cost,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,/images/diagrams/price-discrimination.png,Price discrimination diagram,Price discrimination diagram showing a higher price charged in the market with the more inelastic demand,no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,/images/diagrams/nationalisation-privatisation.png,Diagram comparing output and price under public ownership and after privatisation,"Natural monopoly diagram where long-run average cost falls across the whole market, comparing lower-price higher-output public ownership with higher-price lower-output private ownership",no,yes,lazy,
revision-notes/edexcel-theme-3/3-4-7-contestability.html,/images/diagrams/sales-max.png,Limit Pricing diagram,"Limit pricing diagram showing price pushed down to average cost, removing the supernormal profit that would attract new entrants",no,yes,eager (default),context-dependent alt (limit)
revision-notes/edexcel-theme-3/3-5-1-demand-for-labour.html,/images/diagrams/demand-for-labour.png,Demand for labour diagram,"Labour demand curve derived from marginal revenue product, sloping down as extra workers add less revenue",no,yes,eager (default),
revision-notes/edexcel-theme-3/3-5-2-supply-of-labour.html,/images/diagrams/supply-of-labour-market-individual.png,Supply of labour diagram,Two panels showing an upward-sloping market labour supply curve and a backward-bending individual supply curve,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,/images/diagrams/wage-determination.png,Wage determination diagram,Competitive labour market diagram where labour demand and supply intersect to set the equilibrium wage and employment,no,yes,eager (default),
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,/images/diagrams/monopsony.png,Labour market diagram showing a monopsonist employing fewer workers at a lower wage than under perfect competition,Monopsony diagram showing a sole employer hiring fewer workers at a lower wage than a competitive labour market would,no,yes,lazy,
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,/images/diagrams/trade-union.png,Labour market diagram showing a trade union raising the wage above the competitive level and reducing employment,Labour market diagram showing a trade union raising the wage above the competitive level and reducing employment,no,yes,lazy,unchanged
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,/images/diagrams/min-wage.png,"Labour market diagram showing a national minimum wage set above the equilibrium wage, creating excess supply of labour",Labour market diagram showing a minimum wage above equilibrium creating excess supply of labour and unemployment,no,yes,lazy,
revision-notes/edexcel-theme-3/3-6-1-government-intervention.html,/images/diagrams/nationalisation-privatisation.png,Diagram comparing output and price under public ownership and after privatisation,"Natural monopoly diagram where long-run average cost falls across the whole market, comparing lower-price higher-output public ownership with higher-price lower-output private ownership",no,yes,eager (default),
revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,/images/diagrams/comparative-advantage.png,Comparative advantage diagram,Two countries' production possibility frontiers showing the output gains from specialising by comparative advantage,no,yes,eager (default),
revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,/images/diagrams/tariff.png,"Diagram showing the effect of a tariff on imports, raising domestic price and reducing import volume, with government revenue and welfare loss areas","Tariff diagram showing the domestic price rising and imports falling, with areas for government revenue and welfare loss",no,yes,eager (default),
revision-notes/edexcel-theme-4/4-1-8-exchange-rates.html,/images/diagrams/exchange-rates.png,Exchange rates diagram,Exchange rate diagram showing appreciation when demand for the currency rises and depreciation when its supply rises,no,yes,eager (default),
revision-notes/edexcel-theme-4/4-1-8-exchange-rates.html,/images/diagrams/j-curve.png,J-curve diagram showing the current account balance worsening after a depreciation before improving over time,J-curve showing the current account worsening immediately after a depreciation before improving as trade volumes adjust,no,yes,lazy,
revision-notes/edexcel-theme-4/4-2-2-inequality.html,/images/diagrams/lorenz-curve.png,Lorenz curve diagram,"Lorenz curve bowing away from the line of equality, with the gap used to calculate the Gini coefficient",no,yes,eager (default),
revision-notes/edexcel-theme-4/4-2-2-inequality.html,/images/diagrams/kuznets-curve.png,Kuznets curve diagram,Kuznets curve showing inequality rising and then falling as income per head increases with development,no,yes,lazy,
revision-notes/edexcel-theme-4/4-3-3-strategies-influencing-growth-development.html,/images/diagrams/buffer-stocks.png,Buffer stock scheme diagram,Buffer stock diagram showing the government buying surplus stock at a floor price and selling stock at a ceiling price,no,yes,eager (default),
revision-notes/edexcel-theme-4/4-5-2-taxation.html,/images/diagrams/laffer-curve.png,Laffer Curve diagram,"Laffer curve showing tax revenue rising then falling as the tax rate increases, peaking at the revenue-maximising rate",no,yes,eager (default),
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ad-shift-right.png,AD/AS diagram showing a rightward shift of aggregate demand causing demand-pull inflation,"AD/AS diagram showing aggregate demand shifting right and pulling the price level up, causing demand-pull inflation",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/sras-shift-left.png,AD/AS diagram showing a leftward shift of short-run aggregate supply causing cost-push inflation,"AD/AS diagram showing short-run aggregate supply shifting left, raising the price level and cutting output: cost-push inflation",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ad-movements.png,Aggregate demand curve showing the inverse relationship between price level and real GDP demanded,"Aggregate demand curve sloping down, showing a lower price level raising the real output demanded",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/ad-shift.png,Aggregate demand curve shifting left and right because of changes in AD determinants,"Aggregate demand shifting right to raise real output and the price level, and left to reduce both",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/sras-movements.png,Diagram showing movements along the short-run aggregate supply curve,"Short-run aggregate supply sloping upward, as a higher price level draws out more output while costs are fixed",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/sras-shift.png,Diagram showing the short-run aggregate supply curve shifting in response to a change in production costs,"Short-run aggregate supply shifting right as production costs fall, raising real output and lowering the price level",no,yes,lazy,
revision-notes/macroeconomics-diagrams.html,/images/diagrams/lras-classical.png,Classical long-run aggregate supply curve drawn vertical at the full-employment level of output,"Classical long-run aggregate supply drawn vertical at full employment, so demand changes affect only the price level",no,yes,lazy,
