path,link_type,anchor_text,target,insertion_context,flags
revision-notes/edexcel-theme-2/2-6-1-possible-macroeconomic-objectives.html,related,Gini coefficient,/revision-notes/edexcel-theme-4/4-2-2-inequality.html,"inequality, often measured by the Gini coefficient , to socially acceptable levels.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,related,derived demand,/revision-notes/edexcel-theme-3/3-5-1-demand-for-labour.html,"higher demand for goods and services. Therefore the derived demand for labour rises, so unemployment falls.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,related,national debt,/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,"r than tax revenue, so the government must borrow and national debt rises. <span cla",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-2-demand-side-policies.html,related,international competitiveness,/revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,"einvest to improve productivity/quality and improve international competitiveness, resulting in a rise in export demand.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,related,long-run aggregate supply,/revision-notes/edexcel-theme-2/2-3-3-long-run-aggregate-supply.html,f the economy by shifting the long-run aggregate supply (LRAS) curve to the right. </p,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,related,trade unions,/revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,ul> Decreasing the powers that trade unions have can reduce their negotiating power and result,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,related,productive efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,ompetition this firm lack the incentive to maximise productive efficiency and instead raise prices and lower the quality of g,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-1-1-sizes-types-of-firms.html,related,economies and diseconomies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,"e key terminology accurately, especially economies and diseconomies of scale, satisficing, and the principal-agent problem.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-1-3-demergers.html,related,diseconomies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,To reduce diseconomies of scale: Splitting up can reduce bureaucratic inef,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-2-1-business-objectives.html,related,economies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,market share or benefit from economies of scale to lower average costs. Both of these can in,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-3-1-revenue.html,related,perfect competition,/revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,"n Perfect Competition Firms in perfect competition are price takers , so they sell at th",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-3-2-costs.html,related,productive efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,the point where the firm is maximising productive efficiency. <sec,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-3-2-costs.html,related,economies and diseconomies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,trong> the LRAC curve and explain its shape using economies and diseconomies of scale. <,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-1-efficiency.html,related,perfect competition,/revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,"trong>. However, perfect competition may lack dynamic efficie",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,related,Productive efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,m Productive efficiency: Yes - Firms in perfect competition produce at,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,related,Productive efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,m Productive efficiency: No - The firm does n,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,related,economies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,"to charge a premium. Firms are also small and lack economies of scale, which can lead to higher production costs and pric",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-3-monopolistic-competition.html,related,perfect competition,/revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,"ng>Compare monopolistic competition with perfect competition: both earn normal profit in the long run, but mon",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,related,economies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,"to entry: High barriers to entry, such as economies of scale, brand loyalty, and legal restrictions, limit compe",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-4-oligopoly.html,related,price elasticity of demand,/revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,"rease brand awareness and loyalty, which can reduce price elasticity of demand. <strong",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,related,asymmetric information,/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,"There is asymmetric information in a monopoly, as the firm has more inform",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,related,Productive efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,> Productive efficiency: No - The firm does,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-5-monopoly.html,related,consumer surplus,/revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,"ferent consumer groups, allowing it to capture more consumer surplus. The fir",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-7-contestability.html,related,perfect competition,/revision-notes/edexcel-theme-3/3-4-2-perfect-competition.html,"et, the more firm behaviour tends to resemble perfect competition , with lower prices, higher output, and great",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-4-7-contestability.html,related,allocative efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,"trong>, with lower prices, higher output, and greater allocative efficiency. This means it i",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,related,monopsonist,/revision-notes/edexcel-theme-3/3-4-6-monopsony.html,"t buyer of labour. For example, the NHS is a monopsonist in the UK healthcare labour market. </p",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,related,marginal revenue product,/revision-notes/edexcel-theme-3/3-5-1-demand-for-labour.html,inal cost of labour (MCL) equals the marginal revenue product of labour (MRPL) .,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-6-1-government-intervention.html,related,monopsony power,/revision-notes/edexcel-theme-3/3-4-6-monopsony.html,suppliers to aggregate their supply to help counter monopsony power. <strong,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-6-1-government-intervention.html,related,National Minimum Wage,/revision-notes/edexcel-theme-3/3-5-3-wage-determination.html,h3> National Minimum Wage: a legally enforced wage floor to ensure w,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-6-2-the-impact-of-government-intervention.html,related,allocative efficiency,/revision-notes/edexcel-theme-3/3-4-1-efficiency.html,of businesses and products for consumers to improve allocative efficiency. <strong,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-6-2-the-impact-of-government-intervention.html,related,government failure,/revision-notes/edexcel-theme-1/1-4-2-government-failure.html,"Government intervention can fail, producing government failure , where the intervention results in larger ma",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-3/3-6-2-the-impact-of-government-intervention.html,related,Asymmetric information,/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,/p> Asymmetric information: often the regulator lacks the expertise o,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-1-globalisation.html,related,comparative advantage,/revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,"globalisation to concepts such as specialisation, comparative advantage, FDI, and inequality.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-1-globalisation.html,related,protectionism,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,"referring to ideas such as slowbalisation, rising protectionism, and reshoring when relevant. <",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,related,tariffs,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,"ng>No trade barriers: assumes there are no tariffs, quotas, or other restrictions on trade",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-3-pattern-of-trade.html,related,Comparative advantage,/revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,h2> Comparative advantage: Countries will specialise in producing go,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-4-terms-of-trade.html,related,price elasticity of demand,/revision-notes/edexcel-theme-1/1-2-3-price-income-cross-elasticities-of-demand.html,The effects depend heavily on the price elasticity of demand (PED) for exports and imports.,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-5-trading-blocs-and-the-world-trade-organisation.html,related,tariffs,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,Member countries remove tariffs and quotas on trade Each,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-5-trading-blocs-and-the-world-trade-organisation.html,related,Economies of scale,/revision-notes/edexcel-theme-3/3-3-3-economies-diseconomies-of-scale.html,Economies of scale: larger markets allow firms to produce at,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,related,producer surplus,/revision-notes/edexcel-theme-1/1-2-8-producer-consumer-surplus.html,Green Area: Gain in domestic producer surplus,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-7-balance-of-payments.html,related,tariffs,/revision-notes/edexcel-theme-4/4-1-6-restrictions-on-free-trade.html,"tically produced goods and services. Examples include tariffs, quotas, and devaluation of the currency.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-1-7-balance-of-payments.html,related,Supply-side policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,s Supply-side policies: These aim to increase the competitiveness of,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-3-3-strategies-influencing-growth-development.html,related,comparative advantage,/revision-notes/edexcel-theme-4/4-1-2-specialisation-trade.html,"> Countries may exploit their comparative advantage in commodities such as oil or coffee, which",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-4-1-role-of-financial-markets.html,related,asymmetric information,/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,"ng>Evaluate market failure by discussing asymmetric information, bubbles, and systemic risk.",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-4-2-market-failure-in-the-financial-sector.html,related,Asymmetric information,/revision-notes/edexcel-theme-1/1-3-4-information-gaps.html,n Asymmetric information occurs when one party in a transaction has mor,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-4-2-market-failure-in-the-financial-sector.html,related,negative externalities,/revision-notes/edexcel-theme-1/1-3-2-externalities.html,"ctly involved in a transaction. In financial markets, negative externalities can arise when the actions of financial institutions",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-5-2-taxation.html,related,indirect tax,/revision-notes/edexcel-theme-1/1-2-9-indirect-taxes-subsidies.html,"roeconomic effects of changing direct or indirect tax rates on growth, inflation, employment, and equit",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-5-4-macroeconomic-policies-in-a-global-context.html,related,national debt,/revision-notes/edexcel-theme-4/4-5-3-public-sector-finances.html,"/strong> Governments can reduce fiscal deficits and national debt by implementing fiscal austerity measures, which in",anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-5-4-macroeconomic-policies-in-a-global-context.html,related,Supply-side policies,/revision-notes/edexcel-theme-2/2-6-3-supply-side-policies.html,h3> Supply-side policies: Governments can implement supply-side pol,anchor wraps existing prose; no text added or reworded
revision-notes/edexcel-theme-4/4-5-4-macroeconomic-policies-in-a-global-context.html,related,international competitiveness,/revision-notes/edexcel-theme-4/4-1-9-international-competitiveness.html,"ition, and improve efficiency, ultimately enhancing international competitiveness. <strong",anchor wraps existing prose; no text added or reworded
